Hisse,Adı,Sektör,Alt Grup,Açıklama,Beta,Fiyat/Kazanç Oranı,PD/DD Oranı,Fiyat/Satış Oranı,Kâr Marjı (%),Dolaşımdaki Lot,Toplam Gelir,Net Kâr,Son Kapanış Fiyatı,52 Hafta En Yüksek,52 Hafta En Düşük,Ortalama Hacim (10 gün),Temettü Verimi (%),Son Temettü Tarihi,Piyasa Değeri,Son Fiyat,1 Ay Değişim (%),3 Ay Değişim (%),6 Ay Değişim (%),1 Yıl Değişim (%),3 Yıl Değişim (%),5 Yıl Değişim (%),Volatilite
ALKLC.IS,ALTINKILIC GIDA VE SUT,Consumer Defensive,Packaged Foods,"Altinkilic Gida Ve Sut Sanayi Ticaret A.S. produces and sells dairy products in Turkey. It offers milk product, cheese, and yogurt. The company was founded in 1991 and is based in Istanbul, Turkey.",Bilinmiyor,Bilinmiyor,4.0750356,1.6642773,2.508,112000000,2324420352,58290712,34.92,36.32,19.91,3209793,0.33000002,Bilinmiyor,3868480000,,20.40229957659185,7.874464913963289,70.24434498040333,37.08511462626649,,,
ALMAD.IS,ALTINYAG MADENCILIK VE ENERJI,Energy,Thermal Coal,"Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret A.S. produces and sells vegetable oils in Turkey. It also purchases and sells oil seeds, such as sun flower, canola, soy, linseed, camelina, safflower; produces and sells crude oil and pulp; and trades in crude, neutral, semi-refined, and refined edible vegetable oils. In addition, the company engages in the production and sale of refined cooking sun flower oil, corn oil, and extra-virgin olive oil in packaged form. Further, it offers raw lignite, enriched powder coal, and enriched hazelnut charcoal products. The company was formerly known as Altinyag Combine, Inc. and changed its name to Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret A.S. in September 2020. Altinyag Madencilik ve Enerji Yatirimlari Sanayi ve Ticaret A.S. was incorporated in 1962 and is based in Izmir, Turkey.",Bilinmiyor,368.5,2.7026036,16.067633,-118.182,275000000,126138672,-150126464,7.4,9.37,5.36,5602603,,Bilinmiyor,2026749952,7.369999885559082,1.3755145102465878,7.591240703154526,8.382348218,18.10897685719674,,1975.7522851256654,0.5462630539152551
ALTINS1.IS,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,,Bilinmiyor,Bilinmiyor,,,,,,,,
ALTNY.IS,ALTINAY SAVUNMA,Bilinmiyor,Bilinmiyor,Bilinmiyor,Bilinmiyor,42.810947,Bilinmiyor,Bilinmiyor,,Bilinmiyor,Bilinmiyor,Bilinmiyor,86.3,132.7,35.2,6141755,,Bilinmiyor,20247050240,,-5.595171024,-10.73651277,-2.987591869,144.46023064396098,,,
ALVES.IS,ALVES KABLO,Industrials,Electrical Equipment & Parts,"Alves Kablo Sanayi ve Ticaret A.S. produces and sells cables under the Alves Kablo brand in Turkey. It offers installation, underground, armored, halogen free, custom manufactured, control, aluminum, and solar cables. The company was founded in 2014 and is based in Ankara, Turkey.",Bilinmiyor,30.700853,6.6199775,1.7095877,2.891,160000000,3361745920,97193760,35.34,75.2,21.38,6687907,,Bilinmiyor,5747199488,,13.312294335776384,-17.57687779,-25.04173718,68.00748166005711,,,
ANELE.IS,ANEL ELEKTRIK,Industrials,Engineering & Construction,"Anel Elektrik Proje Taahhüt ve Ticaret Anonim Sirketi, together with its subsidiaries, provides MEP services worldwide. It offers solutions in the areas of operation and maintenance, low voltage panel production, recycling, and defense industry ship electric and electronic systems. The company undertakes various electrical and mechanical contracting projects, including airports, stadiums, rail systems, data centers, hospitals, hotels, and business centers, and shopping malls. It also produces electrical energy from solar energy projects, as well as engages in the telecommunication activities. In addition, the company purchases and sells real estate; and involved in the ship electricity and electromechanical activities. Further, it offers design, contract, and maintenance repair services. The company was incorporated in 1986 and is headquartered in Istanbul, Turkey.",0.514,Bilinmiyor,1.925262,1.8254848,13.382,265000000,2213795584,296246560,15.63,24,9.32,3194133,,Bilinmiyor,4041250048,15.25,11.15160133522743,19.14062322466637,-12.20495531,64.15500605619123,,958.0827871141231,0.5236483572101635
ANGEN.IS,ANATOLIA TANI VE BIYOTEKNOLOJI,Healthcare,Medical Devices,"Anatolia Tani ve Biyoteknoloji Ürünleri Ar-Ge Sanayi Ticaret A.S., a biotechnology company, engages in the design, development, and manufacture of real-time PCR kits, nucleic acid extraction kits, and automated nucleic acid extraction instruments in Turkey. It offers microbiology, genetic disorder, panel, sequencing, and food testing kits; and manual spin column and magnetic bead nucleic acid extraction kits, and automated NA extraction instrument kits. The company provides products for diseases, such as brucellosis, chlamydia trachomatis, cytomegalovirus, crimean-congo hemorrhagic fever, novel coronavirus (2019-NCoV)/SARS-CoV-2, epstein-barr virus, hepatitis B, hepatitis C, hepatitis D, herpes simplex virus, human immunodeficiency virus, human papillomavirus, JC and BK polyomaviruses, malaria, measles, meningitis, respiratory infection, parvovirus B19, torque teno virus, toxoplasmosis, tuberculosis, ureaplasma, and west nile virus diseases, as well as factor II, factor V leiden, and methylene-tetra-hydro-folate-reductase mutation diseases. Anatolia Tani ve Biyoteknoloji Ürünleri Ar-Ge Sanayi Ticaret A.S. is headquartered in Istanbul, Turkey.",Bilinmiyor,Bilinmiyor,1.8258302,7.3145866,-38.63,220000000,372051104,-143722112,12.55,21.12,11.09,7441382,,Bilinmiyor,2721400064,12.369999885559082,-6.641510298,-17.03554653,3.169308771433612,-1.276934165,,14.747862977929396,0.560185484
ANHYT.IS,ANADOLU HAYAT EMEK.,Financial Services,Insurance - Life,"Anadolu Hayat Emeklilik Anonim Sirketi provides individual and group insurance and reinsurance services to group and individual life, retirement, and related personal accident branches in Turkey. The company offers private pension products, including individual, non-sponsored group, employer-sponsored, and income drawdown plans; auto-enrolment plans; and life insurance products, such as savings and endowment, annuities, and term life. It also provides personal and group accident insurance products; and reinsurance services. In addition, the company provides personal and group accident insurance products. It serves customers through direct sales force, bank branches that serve as agencies, private agencies network, and alternative distribution channels. The company was formerly known as Anadolu Hayat Sigorta A.S. and changed its name to Anadolu Hayat Emeklilik Anonim Sirketi in 2003. Anadolu Hayat Emeklilik Anonim Sirketi was founded in 1990 and is headquartered in Istanbul, Turkey. Anadolu Hayat Emeklilik Anonim Sirketi is a subsidiary of Türkiye Is Bankasi A.S.",0.699,11.414027,5.031164,2.0345697,17.808,430000000,21324900352,3797576704,103.1,146.2,34.28,870058,2.31,Bilinmiyor,43386998784,100.9000015258789,6.942239700782177,-8.272725886,-19.27999878,200.8127529368682,,1982.8919629427037,0.4354666070523068
ANSGR.IS,ANADOLU SIGORTA,Financial Services,Insurance - Diversified,"Anadolu Anonim Türk Sigorta Sirketi offers non-life insurance products in Turkey. The company primarily provides motor, fire, health, travel, personal accident, marine, engineering, agriculture, legal protection, and credit insurance products. It also offers commercial fire, sectoral fire, and small and medium sized enterprises insurance; and optional and compulsory liability insurances. The company was founded in 1925 and is headquartered in Istanbul, Turkey. Anadolu Anonim Türk Sigorta Sirketi is a subsidiary of Millî Reasürans Türk Anonim Sirketi.",0.502,5.5910363,2.45589,0.99732083,17.838,500000000,50034053120,8925023232,101.5,122,53.4,1674844,,Bilinmiyor,49900003328,99.80000305175781,17.82763476690893,20.31344993783354,-4.770992227,82.44972881129223,,2287.067376650109,0.39105476743318274
ARASE.IS,DOGU ARAS ENERJI,Utilities,Utilities - Independent Power Producers,"Dogu Aras Enerji Yatirimlari AS, through its subsidiaries, engages in the retail sale and distribution of electricity in Turkey. The company was founded in 2013 and is based in Erzurum, Turkey.",Bilinmiyor,24.903381,0.97243965,0.41728818,11.318999999999999,250000000,30883932160,3495826432,51.35,87.5,48.4,729787,1.7500000000000002,Bilinmiyor,12887499776,51.54999923706055,0.782009187,-8.761063297,-8.402915864,2.732418444807086,,83.28108042,0.4979257339402326
ARCLK.IS,ARCELIK,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Arçelik Anonim Sirketi, together with its subsidiaries, produces, markets, sells, after sales services, imports, and exports consumer durable goods and electronics in Turkey, Europe, the Asia Pacific, Africa, and internationally. It operates through White Goods, Consumer Electronics, and Other segments. It offers refrigerators, automatic and semi-automatic top-loading washing machines, chest and upright deep freezers, split air conditioners, microwave ovens, water coolers, dryers, dish washers, ovens, cookers, home appliances, furniture and kitchen gadgets, hoods, built-in cookers, laundry dryers, water dispensers, and coffee machines. The company also provides furnaces, aspirators, mini-midi ovens, warming drawers, water purifiers, combi boilers, kettles, room heaters, and fans; small home appliances comprising brooms, cooking utensils, personal care and hygiene products, and irons; consumer electronics, such as smart phones, laptops and tablets, POS cash registers, Hi-fi systems, portable sound systems, and 3D printers; and hermetic compressors and motor pumps. In addition, it offers televisions, computers, cash registers, and other electronic devices. The company provides its products under the Altus, Arctic, Blomberg, Dawlance, Arçelik, Beko, Defy, Elektrabregenz, Flavel, Grundig, Leisure, STINOL, and VoltasBeko brand names. Arçelik Anonim Sirketi was incorporated in 1955 and is headquartered in Istanbul, Turkey.",0.68,Bilinmiyor,1.1390384,0.29121786,-0.63099996,606851968,2.94447E+11,-1858040960,139.4,196.1,122.6,1577379,1.8099998999999998,Bilinmiyor,85748187136,141.3000030517578,-1.874997881,-4.073319671,-16.88235115,13.040002441406251,,702.1934144075144,0.4140708901991696
ARDYZ.IS,ARD BILISIM TEKNOLOJILERI,Technology,Software - Infrastructure,"Ard Grup Bilisim Teknolojileri Anonim Sirketi engages in the software, information technology, communication, and telecommunication businesses in Turkey. The company offers enterprise software solutions, including corporate information management system, corporate identity and access management systems, enterprise equipment tracking, enterprise equipment tracking systems, e-government projects, RFID-based software and integration solutions, vehicle tracking and security control systems, logistic warehouse and container tracking systems, textile tracking and process management solutions, and social media tracking systems, as well as staff, visitor, and person tracking systems. It also provides health system solutions, such as sterilization, patient, baby, hospital textile, hospital fixtures, medical equipment, and hospital warehouse tracking systems; and SAP mobile and CRM, business one, and business analytics solutions. In addition, the company provides cyber security solutions; information system solutions, which include server and data storage, information infrastructure and data security, virtualization disaster recovery center, and gateway security solutions, as well as system integration projects, high security data bearing equipment, traceability and process management applications, and components supply of enterprise information systems. Further, it offers command center and security solutions; and smart technology solutions comprising smart highway, bridge, tunnel, secure campus, factory and manufacture, conference hall and meeting room, classroom, distance education, and city and traffic solutions. The company was incorporated in 2011 and is headquartered in Ankara, Turkey. Ard Grup Bilisim Teknolojileri Anonim Sirketi is a subsidiary of Ard Grup Holding Anonim Sirketi.",1.163,53.58904,3.871734,4.8347893,38.120997,167316992,1353821312,516093472,40.14,65.55,22.3,3323488,0.059999997,Bilinmiyor,6545440768,39.119998931884766,4.487180466874539,5.4447453931102245,2.6874069386353234,68.00187479,,4299.912930182919,0.6173710621683614
ARENA.IS,ARENA BILGISAYAR,Technology,Electronics & Computer Distribution,"Arena Bilgisayar Sanayi ve Ticaret A.S. engages in the engages in the wholesale of electronics and telecommunication products in Turkey. The company is involved in the wholesale trading of office and consumer products, corporate products, printers, software, consumer electronics, and mobile phones and other mobile devices, as well as personal computers, by-products, and peripherals; online electronics retailing and marketplace management businesses; and sale of sensors, security camera, and internet of things products. It also offers various solutions, such as automation and Internet of Things, server infrastructure, data center, Arena energy, cloud technology, and security solutions. In addition, the company provides Bulutum.com, an end-to-end cloud services platform; Pencere.com, a communication and interaction portal; and Paynet that provides payment, collection, and financial solutions to B2B, B2B2C, and B2C companies; and Arena Connect that offers smart communication devices purchasing and distribution services, as well as payment brokerage, technical, and logistics services. Further, it offers Arena Galaxy, a portal to test the technology; GoPlus, a phone, tablet, smart watch, and computer purchase service; financial services comprising financial solutions to B2B, B2B2C, and B2C companies; and Arena Connect that offers smart communication devices purchasing and distribution services, as well as payment brokerage, technical, and logistics services. Arena Bilgisayar Sanayi ve Ticaret A.S. was incorporated in 1991 and is based in Istanbul, Turkey.",0.651,Bilinmiyor,2.8239546,0.09925102,-0.535,100000000,33067669504,-186496736,33.46,61.75,24.9,5925225,,Bilinmiyor,3281999872,32.81999969482422,25.362869794679533,-1.4414401,-19.20236199,-0.121731329,,1479.7104200115928,0.5504531078563079
